sample_idx,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24
0,0.26437073945999146,1.429081916809082,1.3330085277557373,1.0851545333862305,1.1579844951629639,0.3082875907421112,0.45316120982170105,0.8971256613731384,0.8777796626091003,0.8505536913871765,0.41107532382011414,0.9016798138618469,0.8877428770065308,0.8613578677177429,0.3725194036960602,0.9140730500221252,0.9059669375419617,0.8814545273780823,0.2638143301010132,1.3271361589431763,1.2351044416427612,0.4383617639541626,1.0042206048965454,0.6577139496803284,1.062114953994751
1,0.5324737429618835,2.243450164794922,2.1315791606903076,1.8535417318344116,2.0083000659942627,0.24468345940113068,0.4227703809738159,0.7050390839576721,0.6825124025344849,0.642150342464447,0.47216591238975525,0.7097802758216858,0.6729632616043091,0.6288893222808838,0.4917423129081726,0.6996018290519714,0.648511528968811,0.6027107238769531,0.5139786601066589,2.1437549591064453,2.0418121814727783,0.8296014666557312,1.7763144969940186,1.447601079940796,1.9080700874328613
2,0.4622805118560791,1.9460105895996094,1.8447800874710083,1.5919899940490723,1.706850528717041,0.3783285915851593,0.3169838786125183,0.6553307175636292,0.6676309108734131,0.7023400664329529,0.27431172132492065,0.6673721671104431,0.680633544921875,0.7197890281677246,0.2528586983680725,0.6864007711410522,0.6921036243438721,0.7258365154266357,0.4450490176677704,1.8462332487106323,1.7531834840774536,0.4840555489063263,1.5036510229110718,1.1008803844451904,1.6006977558135986
3,0.3519492745399475,1.4310160875320435,1.3631422519683838,1.1121983528137207,1.1420402526855469,0.30097442865371704,0.5552530288696289,1.0075502395629883,0.89443039894104,0.8782152533531189,0.5999598503112793,1.0920679569244385,0.9839327335357666,0.9652959108352661,0.6323977112770081,1.1767712831497192,1.0761922597885132,1.0595623254776,0.34676966071128845,1.346574306488037,1.2807490825653076,0.5480257272720337,1.045117974281311,0.6588984727859497,1.0692598819732666
4,0.32574570178985596,1.5122840404510498,1.4283756017684937,1.1422419548034668,1.1785894632339478,0.40254053473472595,0.34149983525276184,0.6516539454460144,0.6341907382011414,0.6407049298286438,0.30381885170936584,0.5695993900299072,0.549967885017395,0.5641887187957764,0.25782763957977295,0.47861218452453613,0.44859063625335693,0.4638110399246216,0.3183767795562744,1.4227973222732544,1.338853359222412,0.33330389857292175,1.0619616508483887,0.5955951809883118,1.0837433338165283
5,0.41078540682792664,1.0900555849075317,1.0499173402786255,0.8068423867225647,0.7189211845397949,0.31621548533439636,0.23640350997447968,1.035272479057312,0.8550212383270264,0.6344388127326965,0.2265377789735794,0.965796947479248,0.7520275712013245,0.4460960626602173,0.31045281887054443,0.9404405951499939,0.6953546404838562,0.24536897242069244,0.37811601161956787,1.0317703485488892,0.9890083074569702,0.25444895029067993,0.7388430237770081,0.10965023189783096,0.6545220613479614
6,0.33815136551856995,1.6285897493362427,1.5410979986190796,1.256137728691101,1.3150209188461304,0.06283970177173615,0.1398758590221405,0.37587159872055054,0.28267741203308105,0.2804267406463623,0.15580402314662933,0.4299298822879791,0.3498633801937103,0.34278276562690735,0.17769832909107208,0.49695906043052673,0.42846420407295227,0.4183046519756317,0.3302198052406311,1.5360699892044067,1.4515806436538696,0.12421534955501556,1.1765977144241333,0.6743379235267639,1.221906065940857
7,0.36230143904685974,1.598182201385498,1.5264803171157837,1.2535676956176758,1.2920490503311157,0.4058079123497009,0.4288645386695862,0.8579905033111572,0.795098602771759,0.7304955720901489,0.38162747025489807,0.7751025557518005,0.6989214420318604,0.6378296613693237,0.32491621375083923,0.6888052225112915,0.5905324220657349,0.5272794961929321,0.3428172171115875,1.5109747648239136,1.439581274986267,0.42178404331207275,1.1684714555740356,0.7178224921226501,1.1924192905426025
8,0.30176740884780884,0.7584344744682312,0.7080007791519165,0.5637511014938354,0.4722350835800171,0.11588390171527863,0.16103151440620422,0.2979494035243988,0.11250866204500198,0.09815629571676254,0.2487764209508896,0.3202821612358093,0.1704344004392624,0.13193470239639282,0.3417642116546631,0.38064631819725037,0.27429741621017456,0.23158738017082214,0.2768028974533081,0.6874290704727173,0.6389973163604736,0.177414208650589,0.5025808215141296,0.16518475115299225,0.41551095247268677
9,0.2899377644062042,0.49375736713409424,0.46262699365615845,0.3722938299179077,0.24909953773021698,0.3129998743534088,0.3141126036643982,0.779506266117096,0.6674060821533203,0.5983859300613403,0.19111651182174683,0.6542039513587952,0.5281119346618652,0.4655301868915558,0.168728768825531,0.5441673994064331,0.3982688784599304,0.33626601099967957,0.24133902788162231,0.42547354102134705,0.3877011835575104,0.29262030124664307,0.2677735984325409,0.27725136280059814,0.1375729888677597
10,0.3072212040424347,0.6096128225326538,0.5841146111488342,0.5283576846122742,0.4606034457683563,0.30983126163482666,0.543429434299469,0.9122354388237,0.8186981081962585,0.7987309694290161,0.6832107901573181,1.050048589706421,0.9554435014724731,0.9204225540161133,0.8120075464248657,1.1838260889053345,1.0885324478149414,1.0415674448013306,0.29152217507362366,0.5531099438667297,0.5428739786148071,0.5404564738273621,0.5179110765457153,0.5093764662742615,0.4788915514945984
11,0.30720052123069763,1.5526432991027832,1.4602400064468384,1.1910024881362915,1.247782588005066,0.26128485798835754,0.21808230876922607,0.3475581407546997,0.3516955077648163,0.3656502664089203,0.2157571017742157,0.29537051916122437,0.298236608505249,0.31935974955558777,0.20289546251296997,0.22904576361179352,0.22731240093708038,0.25331446528434753,0.29803431034088135,1.4579061269760132,1.368600606918335,0.2122887820005417,1.1127537488937378,0.6427179574966431,1.1534295082092285
12,0.4650014638900757,1.9623090028762817,1.8615777492523193,1.6024489402770996,1.713865041732788,0.1918841153383255,0.16059060394763947,0.4066573679447174,0.3790675401687622,0.40119457244873047,0.12422853708267212,0.43762919306755066,0.4108971655368805,0.43144986033439636,0.10853345692157745,0.4817683696746826,0.45210912823677063,0.4655716121196747,0.44303807616233826,1.866008996963501,1.771586537361145,0.42428117990493774,1.515673279762268,1.0845376253128052,1.610592246055603
13,0.17108190059661865,0.2758942246437073,0.2359265387058258,0.215895876288414,0.15349134802818298,0.12882228195667267,0.20325429737567902,0.283089280128479,0.28835391998291016,0.2911393642425537,0.3071630299091339,0.3626644015312195,0.3588344156742096,0.35446229577064514,0.4077630043029785,0.43330368399620056,0.4180503487586975,0.4062829315662384,0.1434301733970642,0.20787407457828522,0.17861507833003998,0.20603248476982117,0.18655873835086823,0.20090454816818237,0.17952603101730347
14,0.45489194989204407,2.2007973194122314,2.080580711364746,1.770321249961853,1.9297423362731934,0.05727226287126541,0.08160801231861115,0.0616086907684803,0.053348101675510406,0.05932454764842987,0.1558687686920166,0.07053106278181076,0.05441092699766159,0.053870152682065964,0.21964077651500702,0.07309074699878693,0.043450724333524704,0.03895490989089012,0.4562520980834961,2.091613292694092,1.982088327407837,0.6642193794250488,1.6977897882461548,1.3394590616226196,1.832268476486206
15,0.37047016620635986,1.9396041631698608,1.827290654182434,1.51736319065094,1.6459869146347046,0.07840944826602936,0.03854641318321228,0.12150389701128006,0.109711654484272,0.13471660017967224,0.07647442072629929,0.09945661574602127,0.09205120801925659,0.12256557494401932,0.13723917305469513,0.08987321704626083,0.0807681530714035,0.11027210205793381,0.38660889863967896,1.830062985420227,1.7285076379776,0.37833863496780396,1.4470902681350708,1.0534801483154297,1.550515055656433
16,0.31235143542289734,0.5878088474273682,0.5729964375495911,0.5051998496055603,0.4103241562843323,0.33828243613243103,0.48994001746177673,1.0975894927978516,0.9202610850334167,0.7593715786933899,0.6610112190246582,1.2458820343017578,1.0690836906433105,0.9111260175704956,0.8219536542892456,1.3932695388793945,1.2116562128067017,1.0504515171051025,0.27919289469718933,0.5319997668266296,0.5294262766838074,0.4673279821872711,0.4816220998764038,0.4438900053501129,0.420474112033844
17,0.36459362506866455,0.9895970225334167,0.9668571949005127,0.8064436912536621,0.7330352663993835,0.1602301299571991,0.32459557056427,1.069832682609558,0.8472062349319458,0.3595222532749176,0.4723787307739258,1.1538187265396118,0.92757648229599,0.4550304412841797,0.6283478140830994,1.2613767385482788,1.0332940816879272,0.5899420976638794,0.3207119107246399,0.9380683302879333,0.9166545867919922,0.3236420452594757,0.7426130771636963,0.2765387296676636,0.6811531782150269
18,0.4061082601547241,1.6352412700653076,1.5506423711776733,1.3418715000152588,1.4045403003692627,0.15468573570251465,0.2713985741138458,0.47891348600387573,0.44569870829582214,0.4162767231464386,0.2663106322288513,0.4405951201915741,0.40213507413864136,0.3761075735092163,0.23922553658485413,0.39395251870155334,0.3525068163871765,0.33320361375808716,0.37964165210723877,1.5477415323257446,1.4683382511138916,0.3143143951892853,1.2545709609985352,0.8068409562110901,1.3010907173156738
19,0.5369263887405396,0.48758307099342346,0.3948270380496979,0.29802122712135315,0.23228056728839874,0.34268301725387573,0.3305202126502991,1.059618592262268,0.8238476514816284,0.5382630228996277,0.436750203371048,1.0073450803756714,0.7341288328170776,0.3245396614074707,0.6126813888549805,1.0218586921691895,0.7254092693328857,0.17524375021457672,0.5134676694869995,0.4218537211418152,0.4094284176826477,0.3806118369102478,0.4466049373149872,0.40705054998397827,0.3663066327571869
20,0.2926803529262543,0.21558931469917297,0.18106718361377716,0.1407836675643921,0.07857481390237808,0.1137782484292984,0.2070116549730301,0.22357629239559174,0.18460632860660553,0.17729385197162628,0.29771527647972107,0.24629667401313782,0.21135157346725464,0.18750572204589844,0.4200418293476105,0.32594552636146545,0.28659287095069885,0.24208638072013855,0.2624641954898834,0.2063104659318924,0.20203103125095367,0.1972452700138092,0.21524429321289062,0.18183600902557373,0.1660628616809845
21,0.4408484101295471,1.9041012525558472,1.8288689851760864,1.534279227256775,1.6064373254776,0.0996532142162323,0.18380646407604218,0.6655452847480774,0.45981138944625854,0.23424583673477173,0.1782536655664444,0.6630841493606567,0.4391300082206726,0.1775979846715927,0.17017832398414612,0.6724686622619629,0.4325356185436249,0.14435315132141113,0.4236738681793213,1.8141462802886963,1.742685317993164,0.3261324465274811,1.4509220123291016,0.9438618421554565,1.5071996450424194
22,0.49267759919166565,1.8602638244628906,1.7943698167800903,1.544674277305603,1.6066499948501587,0.0933971032500267,0.1272563338279724,0.7901975512504578,0.6063379645347595,0.2529732286930084,0.13832451403141022,0.8226293921470642,0.6299643516540527,0.24667373299598694,0.18340148031711578,0.8785983324050903,0.6780726909637451,0.2897282540798187,0.44807490706443787,1.7880202531814575,1.72081458568573,0.24363666772842407,1.4493153095245361,0.9006815552711487,1.5048552751541138
23,0.43556511402130127,2.3173420429229736,2.1944711208343506,1.831745982170105,2.0102365016937256,0.24998395144939423,0.3060385584831238,0.6406998038291931,0.6109952926635742,0.6245402097702026,0.2395024448633194,0.6378186345100403,0.6159963607788086,0.634691596031189,0.17300495505332947,0.6494989991188049,0.6333410143852234,0.6571885943412781,0.435278981924057,2.2059597969055176,2.0906410217285156,0.7758087515830994,1.7542496919631958,1.4193549156188965,1.9113472700119019
24,0.3873101472854614,1.534111738204956,1.4681425094604492,1.1844359636306763,1.193763256072998,0.3695540130138397,0.2926323413848877,0.8385117053985596,0.7239319086074829,0.6458812355995178,0.22421446442604065,0.7468586564064026,0.6053388714790344,0.5171330571174622,0.16466082632541656,0.6714737415313721,0.48721495270729065,0.3622707724571228,0.3599286377429962,1.4582922458648682,1.3884857892990112,0.2743300497531891,1.0990831851959229,0.5355168581008911,1.1008294820785522
